ipid;name;lange_bahntunnel;1_inbetr_jahr_bahntunnel;tunnelsystem;bemerkung;linie;km_go;kanton;geopos
124625.0;Axenbergtunnel;1128.0;1882;1-Röhre / 1-Spur;;600;29.255;Uri;46.92629429324317, 8.615357353027234
1457790.0;Intschitunnel;88.0;1882;1-Röhre / 2-Spuren;;600;49.724;Uri;46.76131522039676, 8.655321654422405
1459558.0;Breitentunnel;54.0;1882;1-Röhre / 2-Spuren;;600;51.383;Uri;46.750746588173854, 8.642518796343245
1459524.0;Pfaffensprungtunnel;1475.0;1882;1-Röhre / 2-Spuren;;600;57.665;Uri;46.72246612391792, 8.611517969779978
1478841.0;Kirchbergtunnel;304.0;1882;1-Röhre / 2-Spuren;;600;59.489;Uri;46.70750595139704, 8.601910052117507
1479092.0;Leggisteintunnel;1092.0;1882;1-Röhre / 2-Spuren;;600;64.96;Uri;46.71259268549699, 8.598252219035075
124693.0;Galleria Artoito;74.0;1882;1-Röhre / 2-Spuren;;600;99.226;Ticino;46.49243617720866, 8.756182895180322
124495.0;Galleria Monte Piottino;147.0;1882;1-Röhre / 2-Spuren;;600;101.41;Ticino;46.48997257762833, 8.758685020174802
1296520.0;Galleria la Lume;466.0;1882;1-Röhre / 2-Spuren;;600;114.555;Ticino;46.4273574089156, 8.85534592236937
124672.0;Galleria Meggiagra Gl. 200;102.0;1882;1-Röhre / 1-Spur;;600;160.718;Ticino;46.144060708377104, 8.950557372212955
323313.0;Fronalptunnel;2793.0;1946;1-Röhre / 1-Spur;;604;24.36;Schwyz;46.96642297378739, 8.616498850267213
1856697.0;Galleria Roca Bella;754.0;1980;1-Röhre / 1-Spur;;630;168.868;Ticino;46.180417476968344, 8.836931825700896
1793841.0;Galleria Balerna;616.0;1964;1-Röhre / 1-Spur;;638;203.686;Ticino;45.84677618962443, 9.006982800408897
1940737.0;Heitersbergtunnel;4930.0;1972;Y / 2-Spur + 2x 1-Spur;Inkl: Heitersberg2 (DfA 698) und Heitersberg3 (DfA 650);650;19.554;Aargau;47.43429360523979, 8.31071418717728
1380443.0;Rufibachtunnel;39.0;1897;1-Röhre / 1-Spur;;665;10.661;Schwyz;47.089388447498216, 8.525160513194677
955966.0;Kreuzlibergtunnel;905.0;1961;1-Röhre / 2-Spuren;;710;21.839;Aargau;47.469841220613944, 8.305474523657997
3063466.0;Kohlendreiecktunnel;185.0;2004;1-Röhre / 2-Spuren;;714;1.466;Zürich;47.381807624311044, 8.52160167875407
956313.0;Riesbachtunnel;1355.0;1894;1-Röhre / 1-Spur;;730;6.544;Zürich;47.36235511197055, 8.557544703461073
1318562.0;Täusitunnel;157.0;1859;1-Röhre / 1-Spur;;740;64.743;Zürich;47.251502515865646, 8.861910766581241
1338533.0;Hirschengrabentunnel;1334.0;1894;Y / 2-Spur + 2x 1-Spur;Inkl: Tunnel Hischengraben Axe 161 und Tunnel Hischengraben Axe 261;745;100.772;Zürich;47.37366477264671, 8.547107648356176
1449166.0;Föhrlibucktunnel;193.0;1990;1-Röhre / 2-Spuren;;745;108.601;Zürich;47.40759999144512, 8.611109386074554
1502850.0;Lipperschwenditunnel;54.0;1876;1-Röhre / 1-Spur;;754;28.428;Zürich;47.361070525895194, 8.91863923548415
903947.0;Kerenzerbergtunnel;3955.0;1961;1-Röhre / 2-Spuren;;890;28.6;Glarus;47.12501380472163, 9.121634754261594
162659.0;Tunnel des Crêtes (025);302.0;1880;1-Röhre / 2-Spuren;;100;22.013;Vaud;46.44642626498287, 6.88314505629335
770360.0;Tunnel de Leuk (103);1376.0;2004;1-Röhre / 2-Spuren;;100;116.588;Valais;46.31516600619602, 7.6316025885226
3859968.0;Simplontunnel;19820.0;1900;2-Röhren / 2 x 1-Spur;;100;165.714;Valais;46.31841126355343, 8.020539583532202
13609055.0;Couverture St-Jean;821.0;1995;1-Röhre / 2-Spuren;;150;61.236;Genève;46.20629429159619, 6.129465617665106
15125686.0;Halte Chêne-Bourg;250.0;2019;1-Röhre / 2-Spuren;;152;73.103;Genève;46.196008948876305, 6.197178921519305
394679.0;Tunnel de la Sarraz (033);148.0;1870;1-Röhre / 2-Spuren;;200;22.972;Vaud;46.6604385168974, 6.5155922181559855
3363364.0;Tunnel du Mont d'Or (083);5936.0;1915;1-Röhre / 1-Spur;4947m gehört Frankreich;203;455.32;Bourgogne-Franche-Comté;46.74471750360282, 6.314514919998686
659417.0;Tunnel de Vauseyon (005);58.0;1859;1-Röhre / 2-Spuren;;210;73.534;Neuchâtel;46.989397783372894, 6.915955549736011
1401775.0;Tunnel de la Verrière (017);156.0;1860;1-Röhre / 1-Spur;;219;13.269;Neuchâtel;46.961859832949756, 6.778465095935065
1401799.0;Tunnel des Moyats (019);338.0;1860;1-Röhre / 1-Spur;;219;15.085;Neuchâtel;46.95447490741282, 6.758771847328483
1401823.0;Tunnel de Brot (021);455.0;1860;1-Röhre / 1-Spur;;219;15.832;Neuchâtel;46.951883912531954, 6.750181566762361
1459715.0;Tunnel du Haut de la Tour (24);334.0;1860;1-Röhre / 1-Spur;;219;34.21;Neuchâtel;46.91232547409768, 6.545098217953713
1315870.0;Donnerbühltunnel;400.0;1959;1-Röhre / 2-Spuren;;220;0.732;Bern;46.94875934358791, 7.430431950089185
770234.0;Tunnel de la Luche (008);116.0;1859;1-Röhre / 1-Spur;;223;9.353;Neuchâtel;46.973953865246955, 6.821260236604002
513147.0;Tunnel de Pierre-Pertuis (045);1294.0;1874;1-Röhre / 1-Spur;;226;54.085;Bern;47.211843986195575, 7.194829039742439
513216.0;Tunnel de Moutier 2 (049);14.0;1876;1-Röhre / 1-Spur;;226;73.94;Bern;47.28525438369062, 7.383217489203187
513242.0;Tunnel de Moutier 5 (052);60.0;1876;1-Röhre / 1-Spur;;226;74.576;Bern;47.29103920848878, 7.382490458608288
823558.0;Tunnel de Choindez 2 (060);165.0;1876;1-Röhre / 1-Spur;;226;79.826;Jura;47.32913825511282, 7.3782302330240865
617238.0;Liesbergtunnel;184.0;1875;1-Röhre / 1-Spur;;230;94.916;Basel-Landschaft;47.402642451313255, 7.446009714999169
1075142.0;Tunnel de Glovelier (063);2012.0;1877;1-Röhre / 1-Spur;;240;97.7;Jura;47.341712619485335, 7.194938811073554
1075162.0;Tunnel de Montmelon (064);223.0;1877;1-Röhre / 1-Spur;;240;100.209;Jura;47.35705685462568, 7.174949804945827
1075122.0;Tunnel de Courchavon (037);194.0;1877;1-Röhre / 1-Spur;;240;115.403;Jura;47.43474392947245, 7.063088517209794
2325623.0;Tunnel de la Cornallaz(031);494.0;1862;1-Röhre / 2-Spuren;;250;11.238;Vaud;46.490783706162965, 6.7566746090986864
2363699.0;Grauholztunnel;6286.0;1993;1-Röhre / 2-Spuren;;400;11.731;Bern;47.02391431071197, 7.520618727742567
2790910.0;Gishübeltunnel;845.0;2004;1-Röhre / 2-Spuren;;400;37.149;Bern;47.19907776914086, 7.701140426678521
2790555.0;Langenthaltunnel;1105.0;2003;1-Röhre / 2-Spuren;;400;43.352;Bern;47.22293255297357, 7.773485320223344
1664136.0;Wiggentunnel;40.0;1875;1-Röhre / 1-Spur;;460;48.727;Luzern;46.897197815002194, 7.905525537604207
1664128.0;Wilzigentunnel;250.0;1875;1-Röhre / 1-Spur;;460;67.466;Luzern;47.002546184641304, 8.06099059298528
1478899.0;Wattingentunnel;1084.0;1882;1-Röhre / 2-Spuren;;600;61.39;Uri;46.69483772087088, 8.598591814053348
1268654.0;Galleria Prato;1567.0;1882;1-Röhre / 2-Spuren;;600;102.438;Ticino;46.48604480969238, 8.77070881242271
1252779.0;Galleria Pianotondo;1509.0;1882;1-Röhre / 2-Spuren;;600;115.815;Ticino;46.425592516138266, 8.85953369453462
790459.0;Galleria Monte Ceneri I sinistra;1675.0;1882;1-Röhre / 1-Spur;;600;163.76;Ticino;46.13680928891002, 8.92187019860387
796688.0;Galleria Massagno I sinistra;924.0;1882;1-Röhre / 1-Spur;;600;179.327;Ticino;46.012835044345294, 8.938274923337506
323231.0;Morschachtunnel;1371.0;1947;Y / 2-Spur + 2x 1-Spur;Inkl: Morschachtunnel2 Gl.100 (DfA 604) und Morschachtunnel3 Gl.200 (DfA 604);604;21.511;Schwyz;46.99134655270055, 8.611688349992711
124706.0;Stutzeck-Axenbergtunnel;3375.0;1941;1-Röhre / 1-Spur;;605;28.238;Uri;46.93277972444832, 8.623965210538486
793338.0;Galleria Monte Ceneri II destra;1693.0;1941;1-Röhre / 1-Spur;;607;163.794;Ticino;46.13669580746804, 8.920747988415407
1016390.0;Hüslentunnel;606.0;1998;1-Röhre / 1-Spur;;651;3.933;Luzern;47.09700108611352, 8.299925009428527
1752782.0;Zuger Stadttunnel;585.0;1896;1-Röhre / 1-Spur;;665;0.98;Zug;47.16512435866821, 8.519175987751339
736381.0;Villnacherntunnel;185.0;1875;1-Röhre / 2-Spuren;;700;36.737;Aargau;47.46890473008435, 8.152665236995272
1472036.0;Landikontunnel;484.0;1864;1-Röhre / 1-Spur;;711;15.558;Zürich;47.34805679329733, 8.466063834593015
998055.0;Zürichbergtunnel;5295.0;1990;Y / 2-Spur + 2x 1-Spur;Inkl: Tunnel Zürichbergtunnel Axe 33 (DfA 745) und Tunnel Zürichbergtunnel Axe 42 (DfA 730);745;106.255;Zürich;47.39139356042555, 8.593281125427616
1377310.0;Flughafentunnel;1510.0;1980;1-Röhre / 2-Spuren;;750;8.997;Zürich;47.44557908971489, 8.559816516021272
1180050.0;Wipkingertunnel;1222.0;1856;1-Röhre / 2-Spuren;;751;3.128;Zürich;47.39976246355468, 8.533977750910863
1179910.0;Kühweidtunnel;132.0;1876;1-Röhre / 1-Spur;;754;38.585;Zürich;47.28031308858047, 8.917498093815224
1472189.0;Käferbergtunnel;2118.0;1969;1-Röhre / 2-Spuren;;760;2.76;Zürich;47.40053660378053, 8.525212455943722
1472362.0;Schloss Laufentunnel;66.0;1857;1-Röhre / 1-Spur;;762;52.545;Zürich;47.676414535144744, 8.615020182322796
1575884.0;Dettenbergtunnel;1801.0;1876;1-Röhre / 1-Spur;;769;13.824;Zürich;47.51961665097545, 8.56712592636306
1277988.0;Tunnel de Paudex ( 026 );72.0;1999;1-Röhre / 2-Spuren;;100;3.689;Vaud;46.50770131572594, 6.674078510634113
1277997.0;Tunnel de Bertholod ( 027 );141.0;2020;1-Röhre / 2-Spuren;;100;5.195;Vaud;46.50370495078547, 6.692309401521148
999911.0;Tunnel de la Raspille (072);80.0;2018;1-Röhre / 2-Spuren;;100;110.95;Valais;46.30658742396243, 7.562189616455378
2093145.0;Tunnel de Salanche (077);20.0;1904;1-Röhre / 1-Spur;;111;3.803;Vaud;46.47484589274051, 6.799587720075441
15803643.0;Galerie ICC;327.0;1985;1-Röhre / 2-Spuren;;150;64.832;Genève;46.22528959560027, 6.102008792244073
13147691.0;Tunnel de Pinchat;2026.0;2019;1-Röhre / 2-Spuren;;152;65.868;Genève;46.1729801838092, 6.131562194566361
394694.0;Tunnel de Châtelaine (089);1090.0;1959;1-Röhre / 1-Spur;;154;0.413;Genève;46.20633116748636, 6.1193293946758285
1432242.0;Tunnel de Fin de Lance (099);287.0;2000;1-Röhre / 2-Spuren;;210;51.286;Vaud;46.85388873769528, 6.728680196539787
1401773.0;Tunnel du Bois-de-Ban (018);161.0;1860;1-Röhre / 1-Spur;;219;14.688;Neuchâtel;46.9560186791461, 6.763263362217504
394681.0;Tunnel de St-Sulpice (023);277.0;1860;1-Röhre / 1-Spur;;219;33.753;Neuchâtel;46.913709731650336, 6.550827168842351
513146.0;Tunnel des Loges (013);3260.0;1860;1-Röhre / 1-Spur;;224;22.703;Neuchâtel;47.06004841438793, 6.8846005875203975
1132077.0;Tunnel de Combe (Convers, 006);254.0;1858;1-Röhre / 1-Spur;;224;28.752;Neuchâtel;47.09889428185543, 6.8341548906948955
1075188.0;Tunnel de Taubenloch 5 ( 043 );164.0;1874;1-Röhre / 1-Spur;;225;40.349;Bern;47.17693753127887, 7.2471134897323015
513381.0;Tunnel de Tournedos (044);104.0;1874;1-Röhre / 1-Spur;;225;47.287;Bern;47.19124510985576, 7.17906465355711
513413.0;Tunnel des Crosettes (075);1618.0;1888;1-Röhre / 1-Spur;;225;75.255;Neuchâtel;47.099151003690366, 6.856415974445897
513331.0;Tunnel de Moutier 8 (055);19.0;1876;1-Röhre / 1-Spur;;226;74.98;Bern;47.29379218171531, 7.378081165454728
513349.0;Tunnel Verrerie de Roches;108.0;1876;1-Röhre / 1-Spur;;226;77.585;Jura;47.314213763073504, 7.389512588795824
513356.0;Tunnel Verrerie de Moutier;32.0;1876;1-Röhre / 1-Spur;;226;77.896;Jura;47.31580497567548, 7.386655619174969
1074866.0;Tunnel de Choindez 3 (086);254.0;1932;1-Röhre / 1-Spur;;226;79.825;Jura;47.329033006047894, 7.377380083175242
617264.0;Bärschwiltunnel;116.0;1875;1-Röhre / 1-Spur;;230;96.568;Solothurn;47.402028893848914, 7.464883315015579
1067574.0;Wolftunnel;212.0;1913;1-Röhre / 2-Spuren;;230;121.339;Basel-Stadt;47.53913637177006, 7.607888006772945
1075127.0;Tunnel de la Croix (062);2966.0;1877;1-Röhre / 1-Spur;;240;103.722;Jura;47.3740041999572, 7.1439717486913255
595858.0;Flamattertunnel (011);189.0;1860;1-Röhre / 2-Spuren;;250;83.507;Fribourg;46.888232767706775, 7.312055033908671
2790791.0;Rüdtligentunnel;400.0;2004;1-Röhre / 2-Spuren;;400;18.769;Bern;47.07541182887325, 7.568321751956736
2766345.0;Aegertentunnel;632.0;2004;1-Röhre / 2-Spuren;;400;48.45;Bern;47.254472961672484, 7.821024491269122
323077.0;Burgdorfertunnel;510.0;1857;1-Röhre / 2-Spuren;;450;82.009;Bern;47.06672779212254, 7.635197927653792
124618.0;Schwarzenbachtunnel;124.0;1897;1-Röhre / 1-Spur;;570;18.041;Schwyz;47.094772165010305, 8.450554258326486
124704.0;Stutzecktunnel;988.0;1882;1-Röhre / 1-Spur;;600;27.33;Uri;46.94131002293009, 8.61901620740537
124702.0;Tellsplattentunnel;172.0;1882;1-Röhre / 1-Spur;;600;28.453;Uri;46.932642493894825, 8.612965014419181
1459598.0;Meitschlingertunnel;87.0;1882;1-Röhre / 2-Spuren;;600;51.951;Uri;46.74583742434491, 8.641541702744988
1441715.0;Häggrigerbachgalerie;32.0;1882;1-Röhre / 2-Spuren;;600;55.64;Uri;46.719848597664694, 8.614714974062847
